company_code,avg_daily_high_low_range,avg_daily_volume,avg_trading_capital,instrument_token,tradingsymbol,name,exchange
1174,4.68105009923306884840,654295.400000000000,368232708.51000000,300545,GNFC,GUJ NAR VAL FER & CHEM L,NSE
11763,5.25673024827412930060,26008306.600000000000,365619694.25800000,3011329,JPPOWER,JAIPRAKASH POWER VEN.,NSE
10579,6.59443334015177513800,1363160.300000000000,350893367.65000000,2708225,MARKSANS,MARKSANS PHARMA,NSE
9354,6.80674175194027092020,840304.400000000000,349582292.75000000,2394625,TAJGVK,TAJ GVK HOTELS & RESORTS,NSE
25178,6.51425655256054648000,947262.400000000000,347532153.02000000,6445569,TDPOWERSYS,TD POWER SYSTEMS,NSE
1491,5.17881323552855462960,6869014.600000000000,340308821.82300000,381697,IFCI,IFCI,NSE
14813,7.53009022785955326230,1268022.100000000000,340133302.55800000,3792129,ADSL,ALLIED DIGITAL SERV.,NSE
8866,4.81532783441513278920,682627.200000000000,339971818.48000000,2269697,CHOICEIN,CHOICE INTERNATIONAL,NSE
592,6.09096482095665694420,734974.800000000000,339929907.52500000,151553,GRAPHITE,GRAPHITE INDIA,NSE
31234,5.58901206240622240670,503603.300000000000,336604373.51500000,7995905,SCHNEIDER,SCHNEIDER ELECTRIC INFRA,NSE
13643,6.52777307715610146040,686937.800000000000,330470493.49500000,3492609,ELECON,ELECON ENG. CO.,NSE
919,4.95936033722713348320,937997.600000000000,326474795.59000000,235265,EIHOTEL,EIH,NSE
9356,5.47406523356213072580,560648.600000000000,324270594.74000000,2395137,MSTCLTD,MSTC,NSE
9428,8.46838310690810584510,706065.800000000000,323728406.91000000,2413569,SKIPPER,SKIPPER,NSE
532667,4.93303596829069820680,5944950.500000000000,318959691.45400000,136362756,SUZLON,SUZLON ENERGY,BSE
13976,3.94035650404183168280,588455.200000000000,313456539.02000000,3577857,TANLA,TANLA PLATFORMS,NSE
1476,4.55138927268549997380,4210183.800000000000,312695163.82000000,377857,IDBI,IDBI BANK,NSE
21749,5.90794167053580009710,873422.600000000000,306905956.81000000,5567745,CAPACITE,CAPACITE INFRAPROJECT,NSE
341,3.66176774939965629160,683533.400000000000,302503453.39000000,87297,BALRAMCHIN,BALRAMPUR CHINI MILLS,NSE
1247,4.72792316792449089880,1531140.000000000000,302359707.96600000,319233,GSFC,GUJ STATE FERT & CHEM,NSE
14334,5.12734035698173337360,659216.200000000000,302208907.03500000,3669505,HSCL,HIMADRI SPECIALITY CHEM L,NSE
8696,5.12508380900997655770,581917.600000000000,298970888.91500000,2226177,VRLLOG,VRL LOGISTICS,NSE
18124,5.48466912454657399470,2031974.000000000000,292576861.59900000,4639745,DBREALTY,VALOR ESTATE,NSE
15119,5.67941834905054541590,2673479.200000000000,291672806.35000000,3870465,EDELWEISS,EDELWEISS FIN SERV,NSE
981,5.42738782588819835950,1194915.500000000000,290958057.30900000,251137,EPL,EPL,NSE
3761,4.67187263312554412480,1322064.400000000000,285068239.62000000,962817,RITES,RITES,NSE
11355,4.22385960494859154300,2068666.800000000000,284273264.85000000,2906881,PTC,PTC INDIA,NSE
543940,3.59261389346435370620,1188744.500000000000,280980232.97000000,139248644,JIOFIN,JIO FINANCIAL SERVICES,NSE
6216,6.81049378895096033180,2040007.900000000000,279918781.10900000,1591297,CAMLINFINE,CAMLIN FINE SCIENCES,NSE
533096,3.57957140880269188320,540667.400000000000,269143451.44000000,136472580,ADANIPOWER,ADANI POWER,BSE
17801,6.94639351917858991520,3869326.400000000000,266989016.79600000,4557057,LLOYDSENGG,LLOYDS ENGG WORK,NSE
1838,3.61122455375578755460,1160515.000000000000,262698808.78200000,470529,KARURVYSYA,KARUR VYSYA BANK,NSE
1085,6.73348592539204311970,533565.800000000000,261925914.59500000,277761,GABRIEL,GABRIEL INDIA,NSE
1336,4.47550634902012381900,720433.600000000000,257441886.93500000,342017,HEG,HEG,NSE
17105,3.82234386261274302010,507046.100000000000,256346664.95500000,4378881,SUMICHEM,SUMITOMO CHEM INDIA,NSE
20830,5.51918710019590340320,827539.200000000000,251053498.50000000,5332481,MOIL,MOIL,NSE
13409,4.65376212626278936530,1387932.700000000000,247021282.78400000,3432705,GPIL,GODAWARI POW & ISP,NSE
5948,4.07497520385345747880,9738588.000000000000,241792248.40000000,1522689,SOUTHBANK,THE SOUTH INDIAN BANK,NSE
543257,4.60900114529914082240,1922713.200000000000,240828679.28000000,139073796,IRFC,INDIAN RAILWAY FINANCE CORPORA,BSE
11905,7.27724358587752080170,817261.100000000000,240449010.60000000,3047681,GENUSPOWER,GENUS POWER INFRASTRU,NSE
15146,4.54219727922330112690,609495.300000000000,239055715.60500000,3877377,JYOTHYLAB,JYOTHY LABS,NSE
17758,5.04419036148493187950,523046.400000000000,238333316.64000000,4546049,SARDAEN,SARDA ENERGY & MIN,NSE
15384,7.44387882213867082820,3316949.500000000000,237036518.04000000,3938305,DHANI,DHANI SERVICES,NSE
2259,7.31910052198951629740,4006393.800000000000,236037289.66000000,578305,MOREPENLAB,MOREPEN LAB.,NSE
500285,6.04262529180476818140,5063655.000000000000,236004665.44700000,128072964,SPICEJET,SPICEJET,BSE
500295,3.75193112275926560450,546398.600000000000,235522377.02000000,128075524,VEDL,VEDANTA,BSE
5204,5.76594187931785326620,834383.400000000000,234150732.40000000,1332225,GMDCLTD,GUJARAT MINERAL DEV CORP,NSE
13197,5.15887033912631587300,770754.400000000000,231931531.17000000,3378433,GSPL,GUJARAT STATE PETRO,NSE
3481,5.85095313497815373590,1635648.900000000000,228729967.43100000,891137,THOMASCOOK,THOMAS COOK (INDIA),NSE
7401,4.56749083585074327520,1228753.200000000000,225386131.860000000000,1894657,RAJESHEXPO,RAJESH EXPORTS,NSE
193,5.65319335310095996820,646861.700000000000,225268112.21500000,49409,ARVIND,ARVIND,NSE
1403,5.11235828949289579100,1096596.000000000000,224648659.21300000,359169,HINDOILEXP,HINDUSTAN OIL EXPLORATION,NSE
15337,5.97823791456892195000,1705099.800000000000,223206241.68400000,3926273,RAIN,RAIN INDUSTRIES,NSE
13925,5.74170711575009698200,2398201.000000000000,217469990.27400000,3564801,NFL,NATIONAL FERT.,NSE
12026,5.82911430071132224920,6737568.000000000000,217071612.21800000,3078657,RENUKA,SHREE RENUKA SUGARS,NSE
14435,3.40521105813901885660,700064.800000000000,214128689.215000000000,3695361,JKTYRE,JK TYRE & INDUSTRIES,NSE
11699,7.17313470953257082740,4637127.400000000000,212857586.41200000,2994945,PATELENG,PATEL ENGINEERING,NSE
544225,4.70850356787264241720,3078459.500000000000,209245743.50200000,139321604,OLAELEC,OLA ELECTRIC MOBILITY,NSE
9348,3.32006051222179307980,4225130.900000000000,208927559.58100000,2393089,IOB,INDIAN OVERSEAS BANK,NSE
11253,4.68588335793670925000,1618277.900000000000,205983670.77200000,2880769,WELSPUNLIV,WELSPUN LIVING,NSE
6198,6.12707915331113728400,706324.800000000000,204282768.210000000000,1586689,FCL,FINEOTEX CHEMICAL,NSE
543965,10.65666906855740558220,1456254.600000000000,203681620.86000000,139255044,TVSSCS,TVS SUPPLY CHAIN SOLUTIONS LIM,NSE
10397,4.19379195051129762660,2971755.100000000000,198149286.78900000,2661633,JISLJALEQS,JAIN IRRIGATION SYSTEMS,NSE
532939,5.67928474901298167530,4935581.100000000000,198127184.52900000,136432388,RPOWER,RELIANCE POWER,BSE
13880,6.74635018405786759860,527559.900000000000,194650503.600000000000,3553281,BANCOINDIA,BANCO PRODUCTS (I),NSE
16045,8.18929961923655427580,646676.200000000000,191483177.780000000000,4107521,PRINCEPIPE,PRINCE PIPES FITTINGS,NSE
500400,3.78219441666017564020,546693.600000000000,188866471.140000000000,128102404,TATAPOWER,TATA POWER CO.LTD.,BSE
29124,6.62202448241865256850,13070697.600000000000,186032795.44200000,7455745,PCJEWELLER,PC JEWELLER,NSE
20160,7.33910422599907735670,600180.000000000000,185678705.09000000,5160961,CANTABIL,CANTABIL RETAIL,NSE
21091,5.48138614236970833200,907701.800000000000,185221529.726000000000,5399297,STARCEMENT,STAR CEMENT,NSE
19731,4.19089265659464949330,1274529.900000000000,182158053.97600000,5051137,GPPL,GUJARAT PIPAVAV PORT,NSE
19265,7.44772399615163393780,1186440.500000000000,182028706.094000000000,4931841,BLISSGVS,BLISS GVS PHARMA,NSE
1041,4.85055621402416432160,917280.800000000000,180391528.85800000,266497,FINPIPE,FINOLEX INDUSTRIES,NSE
14058,7.15228477642591447170,684311.400000000000,177332844.935000000000,3598849,SANGHVIMOV,SANGHVI MOVERS,NSE
5435,4.10353607170726847020,554021.800000000000,173564232.070000000000,1391361,APTUS,APTUS VALUE HSG FIN I,NSE
8840,4.80898727918386645790,546863.500000000000,171321204.79000000,2263041,USHAMART,USHA MARTIN,NSE
500477,4.79820335664179732940,780692.200000000000,169591457.460000000000,128122116,ASHOKLEY,ASHOK LEYLAND,BSE
544026,4.03981581208480355530,946794.100000000000,169551963.905000000000,139270660,IREDA,INDIAN RENEWABLE ENERGY DEVELO,NSE
500470,4.00317699835239456780,1255444.800000000000,167327513.830000000000,128120324,TATASTEEL,TATA STEEL,BSE
913,4.47801268334020790060,2559565.800000000000,165583413.548000000000,233729,EQUITASBNK,EQUITAS SMALL FIN BNK,NSE
1826,9.63425221985021738370,584362.200000000000,164451248.612000000000,467457,KAMATHOTEL,KAMAT HOTELS (I),NSE
531213,6.53296499664488336140,881271.800000000000,163758873.460000000000,135990532,MANAPPURAM,MANAPPURAM FINANCE,BSE
11522,5.75003549322400666050,1174668.100000000000,160606636.95100000,2949633,NIITLTD,NIIT,NSE
532648,3.51535925697791888720,8564784.600000000000,155383494.468000000000,136357892,YESBANK,YES BANK,BSE
7287,4.92404678750300222040,1601382.700000000000,152494618.55300000,1865473,JTLIND,JTL INDUSTRIES,NSE
817,5.81027584117957411690,1888539.700000000000,151314907.298000000000,209153,DCW,DCW,NSE
2283,4.00468508237485281660,1255699.100000000000,150580808.18700000,584449,MRPL,MRPL,NSE
513,5.55900181890973875360,1034873.600000000000,150311364.882000000000,131329,BOMDYEING,BOMBAY DYEING & MFG. CO L,NSE
532898,4.00578324640758640160,528703.200000000000,149800545.790000000000,136421892,POWERGRID,POWER GRID CORPORATION OF INDI,BSE
14894,3.54771337525467345540,3075019.800000000000,149256234.424000000000,3812865,CENTRALBK,CENTRAL BANK OF INDIA,NSE
928,5.12102098332253818000,1282388.700000000000,146314118.312000000000,237569,ELECTCAST,ELECTROSTEEL CASTINGS,NSE
308,4.42549540413725308720,5842673.600000000000,144921634.586000000000,78849,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,NSE
9685,4.20998802392437457680,4896557.000000000000,140189113.742000000000,2479361,TRIDENT,TRIDENT,NSE
16249,5.54334523777653036560,6789614.400000000000,140016229.220000000000,4159745,INFIBEAM,INFIBEAM AVENUES,NSE
1338,6.17919453223795655370,1257295.500000000000,138710134.906000000000,342529,SDBL,SOM DIST & BREW,NSE
532483,4.01553259046238489160,1561921.800000000000,138522512.066000000000,136315652,CANBK,CANARA BANK,BSE
541956,6.00079733653557563660,812680.800000000000,137021143.940000000000,138740740,IRCON,IRCON INTERNATIONAL,BSE
11256,9.10049775278171363570,922283.000000000000,136587805.503000000000,2881537,JAIBALAJI,JAI BALAJI INDUSTRIES,NSE
14111,4.29493989408022248200,2701993.900000000000,135921540.186000000000,3612417,NETWORK18,NETWORK18 MEDIA & INV,NSE
500103,4.33443086399456133850,670029.100000000000,134783095.920000000000,128026372,BHEL,BHARAT HEAVY ELECTRICALS,BSE
17520,6.01831551368453433900,13284384.600000000000,134739570.392000000000,4485121,RTNPOWER,RATTANINDIA POWER,NSE
500870,5.26816525769315464200,659250.300000000000,133371955.985000000000,128222724,CASTROLIND,CASTROL INDIA,BSE
18226,4.84632911463408812000,709341.900000000000,133103300.187000000000,4665857,MANINFRA,MAN INFRA,NSE
11223,3.56077284288410427800,3322070.400000000000,133034124.086000000000,2873089,UCOBANK,UCO BANK,NSE
10871,5.91766786267417493390,558215.200000000000,131276151.700000000000,2782977,GRMOVER,GRM OVERSEAS,NSE
500113,4.72134971262595744960,1220111.300000000000,130031547.705000000000,128028932,SAIL,STEEL AUTHORITY OF INDIA,BSE
2841,5.04444931912845602500,629884.600000000000,127771681.892000000000,727297,LXCHEM,LAXMI ORGANIC INDUS,NSE
1360,5.27725474154907732130,830772.200000000000,122518119.816000000000,348161,HIMATSEIDE,HIMATSINGKA SEIDE,NSE
512591,10.70779770178496235560,5850483.800000000000,120221879.634000000000,131223300,PULSRIN,PULSAR INTERNATIONAL,BSE
532461,3.62333171636132842680,1249520.200000000000,118431246.120000000000,136310020,PNB,PUNJAB NATIONAL BANK,BSE
13430,5.26489464716631632230,858661.100000000000,118140487.816000000000,3438081,KELLTONTEC,KELLTON TECH SOL,NSE
540530,5.16893875135168436750,578492.200000000000,114481282.960000000000,138375684,HUDCO,HOUSING &URBAN DEVELOPMENT COR,BSE
1494,4.26801756910502351990,1506701.800000000000,112549920.458000000000,382465,RBA,RESTAURANT BRAND ASIA,NSE
500294,6.71352597981360608670,535088.600000000000,112262057.050000000000,128075268,NCC,NCC,BSE
539437,3.54260892032286142860,1807463.200000000000,111628534.838000000000,138095876,IDFCFIRSTB,IDFC FIRST BANK,BSE
544252,4.02363441043180731580,992859.600000000000,111424689.190000000000,139328516,BAJAJHFL,BAJAJ HOUSING FINANCE,NSE
104,5.14635272127672668390,512360.800000000000,110846210.100000000000,26625,SHAREINDIA,SHARE IND. SECURITIES,NSE
9309,5.93430530520732318580,1104074.200000000000,110123337.746000000000,2383105,STLTECH,STERLITE TECHNOLOGIES,NSE
7672,5.41693366819598386400,1526003.000000000000,109400376.171000000000,1964033,IMAGICAA,IMAGICAAWORLD ENT,NSE
15044,4.05819853753454368160,1155555.200000000000,108855368.316000000000,3851265,DELTACORP,DELTA CORP,NSE
13951,5.87832318349425884190,1653951.100000000000,106076842.105000000000,3571457,PARACABLES,PARAMOUNT COMM,NSE
27297,5.13680617694312597520,2054812.400000000000,105387092.705000000000,6988033,RTNINDIA,RATTANINDIA ENT,NSE
511431,4.53644940656133994620,6060426.200000000000,98855388.932000000000,130926340,VAKRANGEE,VAKRANGEE,BSE
13725,3.36068593987913488180,840219.400000000000,95431726.282000000000,3513601,DCBBANK,DCB BANK,NSE
399,4.28813272594039141030,549833.300000000000,92850077.100000000000,102145,NIACL,THE NEW INDIA ASSU CO,NSE
14788,4.93491688769037513520,632360.800000000000,92746245.092000000000,3785729,SPARC,SUN PHARMA ADV.RES.CO.LTD,NSE
13501,6.22742548633336888300,2522447.400000000000,92021199.024000000000,3456257,ALLCARGO,ALLCARGO LOGISTICS,NSE
539083,5.06759719638581763630,542542.100000000000,91828166.770000000000,138005252,INOXWIND,INOX WIND,BSE
532467,7.57365273608189198970,1870554.000000000000,91674905.003000000000,136311556,HAZOOR,HAZOOR MULTI PROJECTS,BSE
534309,5.64118428095188819840,1076291.000000000000,91524895.444000000000,136783108,NBCC,NBCC (INDIA),BSE
5143,5.23970254133358081390,677097.600000000000,91095940.836000000000,1316609,JAICORPLTD,JAI CORP,NSE
500108,7.52368493703347413060,1687866.200000000000,89594161.310000000000,128027652,MTNL,MAHANAGAR TELEPHONE NIGAM,BSE
2739,6.05544509584399280470,675400.800000000000,89039953.052000000000,701185,PRSMJOHNSN,PRISM JOHNSON,NSE
17957,4.57724989970082021920,1457645.200000000000,88713712.516000000000,4596993,MMTC,MMTC,NSE
517334,4.90909004022840030000,681091.400000000000,87607861.480000000000,132437508,MOTHERSON,SAMVARDHANA MOTHERSON INTERNAT,BSE
8828,4.47321042434532003380,768638.200000000000,86674683.250000000000,2259969,GAEL,GUJARAT AMBUJA EXPORTS LT,NSE
505537,4.93416729250391366680,854886.200000000000,85245406.390000000000,129417476,ZEEL,ZEE ENTERTAINMENT ENTERPRISES,BSE
13745,4.47276324149893746340,48177893.000000000000,84847591.357000000000,3518721,GTLINFRA,GTL INFRA.LTD,NSE
533098,3.91495776330043915820,1101512.400000000000,84086894.441000000000,136473092,NHPC,NHPC,BSE
25468,5.70177702460629245630,1986120.700000000000,83667153.617000000000,6519809,PAISALO,PAISALO DIGITAL,NSE
6792,7.84548824477813216190,4213034.000000000000,83556047.202000000000,1738753,SBC,SBC EXPORTS,NSE
701,4.40682220814069890150,558630.300000000000,82556422.572000000000,179457,HEMIPROP,HEMISPHERE PROP IND,NSE
20778,4.29003603849388991080,945257.000000000000,82489055.140000000000,5319169,JAMNAAUTO,JAMNA AUTO IND,NSE
17675,4.75431975216914083920,4785105.000000000000,82112580.838000000000,4524801,ALOKINDS,ALOK INDUSTRIES,NSE
2708,4.32993184062110109780,574396.200000000000,81021372.288000000000,693249,PRAKASH,PRAKASH INDUSTRIES,NSE
10300,4.62302798576687043380,7217621.400000000000,80001299.008000000000,2636801,RAMASTEEL,RAMA STEEL TUBES,NSE
533206,4.33857169401190445740,863158.800000000000,78640688.352000000000,136500740,SJVN,SJVN,BSE
20621,6.10727681976794691080,511648.500000000000,78363163.935000000000,5278977,PENIND,PENNAR INDUSTRIES,NSE
540879,6.55267721926607313160,632040.800000000000,77957934.095000000000,138465028,APOLLO,APOLLO MICRO SYSTEMS,BSE
500183,5.01438445749371199520,795585.400000000000,75399052.585000000000,128046852,HFCL,HFCL,BSE
526371,4.85687860515262746020,1185363.800000000000,74507184.780000000000,134750980,NMDC,NMDC,BSE
531205,4.86825123280062393240,9867848.100000000000,72135788.851000000000,135988484,SPRIGHT,SPRIGHT AGRO,BSE
532627,5.16721343904139394060,5113191.000000000000,71989950.638000000000,136352516,JPPOWER,JAIPRAKASH POWER VENTURES LIMI,BSE
24610,6.21612648229228775260,598830.200000000000,71064255.416000000000,6300161,AVANTEL,AVANTEL,NSE
6218,11.00433592834992137810,749061.000000000000,70779951.344000000000,1591809,SIKKO,SIKKO INDUSTRIES,NSE
3252,4.81678313520120421720,886016.400000000000,69824085.434000000000,832513,SPIC,SPIC,NSE
18154,3.99273838839919964400,4681075.800000000000,67821380.072000000000,4647425,HATHWAY,HATHWAY CABLE & DATACOM,NSE
419,6.52935439216965767660,605563.400000000000,67155495.728000000000,107265,BEPL,BHANSALI ENG. POLYMERS LT,NSE
15308,4.98454693361317780290,4096448.700000000000,66418196.829000000000,3918849,SEPC,SEPC,NSE
543498,4.79875855393523734340,1222475.400000000000,65012841.662000000000,139135492,MSUMI,MOTHERSON SUMI WIRING INDIA LI,NSE
14537,4.87000617526163922420,7985224.100000000000,64915709.000000000000,3721473,DISHTV,DISH TV INDIA,NSE
10557,6.13576418107206246830,533306.700000000000,62678907.343000000000,2702593,NAVKARCORP,NAVKAR CORPORATION,NSE
542904,5.29335692927085415550,1693440.300000000000,62176611.140000000000,138983428,UJJIVANSFB,UJJIVAN SMALL FINANCE BANK LIM,BSE
15278,8.59117218395286261990,964849.100000000000,61644134.654000000000,3911169,ONMOBILE,ONMOBILE GLOBAL,NSE
513250,9.59632061683986541460,2636634.200000000000,59944329.449000000000,131392004,JYOTISTRUC,JYOTI STRUCTURES,BSE
24532,5.79803204062052690320,1261637.300000000000,58064831.463000000000,6280193,FILATEX,FILATEX INDIA,NSE
500317,7.43869338179770992010,827416.200000000000,58025499.980000000000,128081156,OSWALAGRO,OSWAL AGRO MILLS,BSE
967,5.55168619730874341770,3269923.600000000000,56205927.463000000000,247553,SUBEXLTD,SUBEX,NSE
513337,7.88894692036527078230,4345135.900000000000,52205355.561000000000,131414276,GUJTLRM,GUJARAT TOOLROOM,BSE
500185,4.79705963596805034910,1794892.100000000000,52109352.751000000000,128047364,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,BSE
4394,9.79834428044297012790,1305429.300000000000,52081245.793000000000,1124865,MIRZAINT,MIRZA INTERNATIONAL LIMIT,NSE
8736,5.91234448018327623780,512063.500000000000,50389348.987000000000,2236417,PNBGILTS,PNB GILTS,NSE
543272,4.69562132842896952180,3844800.700000000000,48587948.844000000000,139077636,EASEMYTRIP,EASY TRIP PLANNERS,BSE
532947,5.15550195723408921260,960542.800000000000,46875263.868000000000,136434436,IRB,IRB INFRASTRUCTURE DEVELOPERS,BSE
9939,4.97335757929989803190,896929.100000000000,45790977.202000000000,2544385,ONEPOINT,ONE POINT ONE SOL,NSE
5394,4.69047148767437595630,578858.900000000000,44196314.860000000000,1380865,MOL,MEGHMANI ORGANICS,NSE
4911,5.56427693087016821580,514420.400000000000,43638522.550000000000,1257217,MADRASFERT,MADRAS FERTILISERS,NSE
11992,4.86031000119619311370,2407084.200000000000,43529890.353000000000,3069953,SYNCOMF,SYNCOM FORMU (I),NSE
2909,8.12888596637413513460,564996.000000000000,42139609.290000000000,744705,RICOAUTO,RICO AUTO INDUSTRIES,NSE
532960,7.41242777982021193040,566987.500000000000,40958255.362000000000,136437764,DHANI,DHANI SERVICES,BSE
14003,7.12233048308827084530,2719895.500000000000,40814167.982000000000,3584769,ZEEMEDIA,ZEE MEDIA CORPORATION,NSE
21362,4.37163578710331966020,3437999.500000000000,38930514.663000000000,5468673,SALASAR,SALASAR TECHNO ENGG.,NSE
10238,7.30405060673855936360,608238.000000000000,37973609.102000000000,2620929,CONFIPET,CONFIDENCE PETRO IND,NSE
500106,5.17856696687616407210,736311.700000000000,36608488.537000000000,128027140,IFCI,IFCI,BSE
2513,5.63303005103656268920,870451.100000000000,36371401.327000000000,643329,BCLIND,BCL INDUSTRIES,NSE
13290,6.32911093077715397530,603956.800000000000,36271904.973000000000,3402241,BLKASHYAP,B.L.KASHYAP & SON,NSE
20110,4.61585150886018827670,2519586.600000000000,35848289.143000000000,5148161,GREENPOWER,ORIENT GREEN POWER CO,NSE
11667,4.75603079511686583290,758322.800000000000,34420046.828000000000,2986753,DWARKESH,DWARIKESH SUGAR IND,NSE
9902,3.53767049880064186450,3165830.500000000000,34005641.113000000000,2534913,AXITA,AXITA COTTON,NSE
13457,5.59476843158561038540,866501.100000000000,33879649.077000000000,3444993,KAMDHENU,KAMDHENU,NSE
532670,5.94801561234711069240,1044959.000000000000,33807064.124000000000,136363524,RENUKA,SHREE RENUKA SUGARS,BSE
539841,5.50929218134231386370,1211980.600000000000,33380642.751000000000,138199300,LANCER,LANCER CONTAINER LINES,BSE
532525,3.70685183951284354240,685420.800000000000,33248597.370000000000,136326404,MAHABANK,BANK OF MAHARASHTRA,BSE
18110,7.60358466480180801920,779401.200000000000,32360865.240000000000,4636161,VASCONEQ,VASCON ENGINEERS,NSE
500032,6.19522814898532893660,1360858.200000000000,32008695.682000000000,128008196,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR,BSE
500288,7.17256339918117738660,551767.500000000000,31903404.371000000000,128073732,MOREPENLAB,MOREPEN LABORATORIES,BSE
21001,4.41812486862597531390,698617.100000000000,31866688.517000000000,5376257,PSB,PUNJAB & SIND BANK,NSE
4843,5.60589850675423067550,563994.200000000000,31498278.718000000000,1239809,SNOWMAN,SNOWMAN LOGISTICS,NSE
539528,5.70241376967386542260,565639.000000000000,30791997.576000000000,138119172,AAYUSH,AAYUSH WELLNESS,BSE
531120,7.05134426428443082020,661929.800000000000,30319902.044000000000,135966724,PATELENG,PATEL ENGINEERING,BSE
534809,6.95195914793427432220,2081920.300000000000,29868587.849000000000,136911108,PCJEWELLER,PC JEWELLER,BSE
538970,8.51828389691686052620,928898.400000000000,29815338.796000000000,137976324,WARDINMOBI,WARDWIZARD INNOVATIONS AND MOB,BSE
16859,7.49003564191818439310,1614088.400000000000,29646048.945000000000,4315905,SINDHUTRAD,SINDHU TRADE LINKS,NSE
533122,5.87608017837931504320,2813605.800000000000,28486189.452000000000,136479236,RTNPOWER,RATTANINDIA POWER,BSE
6232,5.20861708359791684180,968714.100000000000,28337328.597000000000,1595393,3IINFOLTD,3I INFOTECH,NSE
22602,4.93665007810580829820,806886.800000000000,28336587.024000000000,5786113,PFS,PTC INDIA FIN SERV,NSE
2496,6.45997798843256639400,1006286.000000000000,27986509.362000000000,638977,ORIENTPPR,ORIENT PAPER AND INDS,NSE
532218,4.38292437673754803300,1078503.200000000000,26854011.680000000000,136247812,SOUTHBANK,SOUTH INDIAN BANK,BSE
17722,4.59684537188892367240,714639.400000000000,25378681.742000000000,4536833,DEN,DEN NETWORKS,NSE
10159,6.54906501782209125620,626683.400000000000,24841803.698000000000,2600705,ORICONENT,ORICON ENTERPRISES,NSE
532388,3.44830214969490649380,511509.600000000000,24492754.854000000000,136291332,IOB,INDIAN OVERSEAS BANK,BSE
530525,4.88630710297449971620,2387714.000000000000,24036482.636000000000,135814404,RRETAIL,RAJNISH RETAIL,BSE
539807,5.55282252477877693740,1155926.400000000000,23925983.664000000000,138190596,INFIBEAM,INFIBEAM AVENUES,BSE
542725,8.03279007714970431370,1056559.800000000000,20823815.561000000000,138937604,SBC,SBC EXPORTS,BSE
521064,4.13332751869919447280,698970.400000000000,19963223.232000000000,133392388,TRIDENT,TRIDENT,BSE
2256,7.51018249650788018450,579571.000000000000,19575476.618000000000,577537,PENINLAND,PENINSULA LAND,NSE
540614,7.62635826225982737920,15557519.400000000000,19374052.071000000000,138397188,GGENG,G G ENGINEERING,BSE
532775,4.59762476124031990500,10820725.700000000000,19130812.291000000000,136390404,GTLINFRA,GTL INFRASTRUCTURE,BSE
526415,5.34439017341503445160,1099758.900000000000,18975369.539000000000,134762244,OKPLA,OK PLAY INDIA,BSE
521005,10.27760871353116181450,1119530.300000000000,18872137.197000000000,133377284,TITANIN,TITAN INTECH,BSE
1448,6.76025708139184603600,1259074.800000000000,18441421.106000000000,370689,HLVLTD,HLV,NSE
9931,5.78468883223667765860,5140363.200000000000,17096417.054000000000,2542337,VIKASLIFE,VIKAS LIFECARE,NSE
532180,4.61837748244392403950,647785.900000000000,16387834.161000000000,136238084,DHANBANK,DHANLAXMI BANK,BSE
521070,4.77015688992254484620,929604.000000000000,15941928.010000000000,133393924,ALOKINDS,ALOK INDUSTRIES,BSE
537800,7.33816420020578024270,5197878.700000000000,14852302.273000000000,137676804,MANGIND,MANGALAM INDUSTRIAL FINANCE LT,BSE
14064,4.92721070219904435290,793560.000000000000,14596290.192000000000,3600385,ASMS,BARTRONICS INDIA,NSE
539309,4.57969376869259773540,1284579.200000000000,14217273.252000000000,138063108,RAMASTEEL,RAMA STEEL TUBES,BSE
25756,5.56381836289245992460,5036456.400000000000,13548854.240000000000,6593537,VIKASECO,VIKAS ECOTECH,NSE
531739,9.43317579902914665840,1014865.000000000000,13078820.718000000000,136125188,GENNEX,GENNEX LABORATORIES,BSE
533263,5.93175290126502328280,909833.600000000000,12511364.096000000000,136515332,GREENPOWER,ORIENT GREEN POWER COMPANY,BSE
21339,5.33454721848717892540,1303469.400000000000,11817076.042000000000,5462785,STEELXIND,STEEL EXCHANGE INDIA,NSE
532945,4.89724985329073118580,684683.800000000000,11193697.754000000000,136433924,SEPC,SEPC,BSE
539217,6.07810112424321393940,14663648.700000000000,9697490.528000000000,138039556,SRESTHA,SRESTHA FINVEST,BSE
542579,7.13540436377608518170,1156086.600000000000,9679049.424000000000,138900228,AGOL,ASHAPURI GOLD ORNAMENT,BSE
2168,7.67115756185795992520,1318345.200000000000,9314919.572000000000,555009,RAJMET,RAJNANDINI METAL,NSE
532348,5.55895764110516125170,516868.200000000000,8944610.390000000000,136281092,SUBEXLTD,SUBEX,BSE
18562,6.79821711181896089290,3886851.700000000000,8855637.857000000000,4751873,MITTAL,MITTAL LIFE STYLE,NSE
13702,5.16346886375210157070,709936.300000000000,8838813.317000000000,3507713,VISHWARAJ,VISHWARAJ SUGAR IND,NSE
21794,5.31011969188873529740,1644068.400000000000,8782676.380000000000,5579265,DAVANGERE,DAVANGERE SUGAR COMPANY L,NSE
11999,5.99616263295672454200,2865959.400000000000,7967248.846000000000,3071745,FCSSOFT,FCS SOFTWARE SOLN.,NSE
